plant_name,plant_code,energy_type,energy_generated_mw
San Jose Cogeneration,10548,fossil_fuel,24165
San Juan,2451,fossil_fuel,1888933
San Miguel,6183,fossil_fuel,4085
Sand Hill,7900,fossil_fuel,1617602
Sandy Creek Energy Station,56611,fossil_fuel,3907048
Sanford,620,fossil_fuel,9147080
Santa Rosa Energy Center,55242,fossil_fuel,1318024
Santan,8068,fossil_fuel,3707123
Sappi Cloquet Mill,50639,fossil_fuel,47489
Sauder Power Plant,54974,fossil_fuel,57
Savannah River Site Biomass Cogen,57138,fossil_fuel,198
Scattergood,404,fossil_fuel,1888081
Scherer,6257,fossil_fuel,7301784
Seabrook,6115,fossil_fuel,10921528
Seadrift Coke LP,10167,fossil_fuel,752
Seminole,2956,fossil_fuel,1490859
Seminole,60514,fossil_fuel,1490859
Seminole (FL),136,fossil_fuel,6490283
"Sentinel Energy Center, LLC",57482,fossil_fuel,509219
Sequoyah,6152,fossil_fuel,18827299
Seward (PA),3130,fossil_fuel,8390
Shady Hills Generating Station,55414,fossil_fuel,726133
Shawnee,1379,fossil_fuel,5989493
Shawville,3131,fossil_fuel,1048135
Sheldon,2277,fossil_fuel,946428
Shell Chemical Appalachia LLC,58933,fossil_fuel,1407865
Shell Deer Park,50304,fossil_fuel,1121609
Sherburne County,6090,fossil_fuel,9802293
Sherwood H Smith Jr Energy Complex,7805,fossil_fuel,9920411
Shute Creek Facility,56312,fossil_fuel,502717
Sidney MT Plant,57914,fossil_fuel,2734
Sikeston Power Station,6768,fossil_fuel,1526765
Silverhawk,55841,fossil_fuel,1801968
Simplot Phosphates,54472,fossil_fuel,12403
Sinclair Oil Refinery,54374,fossil_fuel,1003
Sioux,2107,fossil_fuel,3665843
Sithe Independence Station,54547,fossil_fuel,3683432
Smithfield Farmland Corp Bladen,54823,fossil_fuel,96
Somerset Plant,50406,fossil_fuel,18979
Sonoco Products Co,57919,fossil_fuel,8228
Sooner,6095,fossil_fuel,2689342
South Belridge Cogeneration Facility,50752,fossil_fuel,481439
South District Wastewater Treatment Plt,54624,fossil_fuel,9873
South Field Energy,60356,fossil_fuel,8490504
South Oak Creek,4041,fossil_fuel,2717993
South Point Energy Center,55177,fossil_fuel,1675601
South Texas Project,6251,fossil_fuel,21919885
Southeast Kern River Cogen,50751,fossil_fuel,86906
Southeast Resource Recovery,50837,fossil_fuel,7501
Southeast Steam Plant,57966,fossil_fuel,21
Southern Minnesota Beet Sugar,54533,fossil_fuel,23244
Southside Water Reclamation Plant,10339,fossil_fuel,10484
Southwestern Bell Telephone,54858,fossil_fuel,286
Spartanburg Water System,54675,fossil_fuel,90
Spindle Hill Energy Center,56445,fossil_fuel,322513
Spirit Mound,6092,fossil_fuel,6802
Spiritwood Station,56786,fossil_fuel,5553
Springerville,8223,fossil_fuel,7128854
Spruance Operating Services LLC,54081,fossil_fuel,68207
St Clair,1743,fossil_fuel,1069687
St Joseph Energy Center,57794,fossil_fuel,4984533
St Lucie,6045,fossil_fuel,16289785
St Nicholas Cogen Project,54634,fossil_fuel,4078
St. Charles Power Station (LA),60926,fossil_fuel,5537585
Standby Generation Plant,50310,fossil_fuel,25
Stanton Energy Center,564,fossil_fuel,5824586
Stanton Energy Reliability Center Hybrid,60698,fossil_fuel,2113
State Farm,7556,fossil_fuel,16
State Farm Insur Support Center Central,55390,fossil_fuel,11
State Line Combined Cycle,7296,fossil_fuel,2366259
State-Fuel Level Increment,99999,fossil_fuel,172535750
Stony Brook,6081,fossil_fuel,110102
Sugar Creek Power,55364,fossil_fuel,3387752
Sullivan (IL),969,fossil_fuel,289
Summit Street Power Plant,58140,fossil_fuel,23813
Sundance,55522,fossil_fuel,390345
Sunnyside Cogen Associates,50951,fossil_fuel,1154
Sunrise Power LLC,55182,fossil_fuel,2817208
Surry,3806,fossil_fuel,13926441
Sutter Energy Center,55112,fossil_fuel,2633375
Sweeny Cogen Facility,55015,fossil_fuel,2134323
Swift Creek Chemical Complex,50474,fossil_fuel,4357
Sycamore Cogeneration,50134,fossil_fuel,458808
Sylvamo Corporation Eastover Facility,52151,fossil_fuel,70727
T B Simon Power Plant,10328,fossil_fuel,259191
T H Wharton,3469,fossil_fuel,1525356
TES Filer City Station,50835,fossil_fuel,431097
THUMS,56051,fossil_fuel,172747
TS Power Plant,56224,fossil_fuel,1342470
TVA Southaven Combined Cycle,55269,fossil_fuel,4672632
Taft 26C Cogen,52085,fossil_fuel,65357
Taft Cogeneration Facility,55089,fossil_fuel,5627598
TalenEnergy Martins Creek,3148,fossil_fuel,208870
TalenEnergy Montour,3149,fossil_fuel,1326020
TalenEnergy Susquehanna,6103,fossil_fuel,20065031
Temple SEGF,58897,fossil_fuel,1183
Tenaska Frontier Generation Station,55062,fossil_fuel,4312873
Tenaska Gateway Generating Station,55132,fossil_fuel,3950403
Tenaska Georgia Generation Facility,55061,fossil_fuel,754091
Tenaska Lindsay Hill Generating Station,55271,fossil_fuel,3013188
Tenaska Virginia Generating Station,55439,fossil_fuel,3725379
Tenaska Westmoreland Generating Station,60464,fossil_fuel,6998619
Tennessee Eastman Operations,50481,fossil_fuel,1017030
Terry Bundy Generating Station,7887,fossil_fuel,202383
Tesoro Hawaii,10093,fossil_fuel,167
Tesoro Kenai Cogeneration Plant,52184,fossil_fuel,72393
Tesoro Mandan Cogeneration Plant,52133,fossil_fuel,10933
Tesoro SLC Cogeneration Plant,56509,fossil_fuel,199610
Texas City Power Plant,52088,fossil_fuel,1701978
Thomas A Smith Energy Facility,55382,fossil_fuel,7926566
Thomas C Ferguson,4937,fossil_fuel,3143980
Thomas Hill,2168,fossil_fuel,4768
Thomson Reuters Campus Bldg A-D,55133,fossil_fuel,313
Thomson Reuters Data Center Bldg ES101,57207,fossil_fuel,14
Thomson Reuters Data Center Bldg H,57208,fossil_fuel,137
Ticonderoga Mill,54099,fossil_fuel,105986
Tolk,6194,fossil_fuel,2587953
Topaz Generating,63688,fossil_fuel,663891
Tracy,2336,fossil_fuel,3515765
Tracy Combined Cycle Power Plant,55933,fossil_fuel,370678
Transalta Centralia Generation,3845,fossil_fuel,3555037
Treasure Coast Energy Center,56400,fossil_fuel,1972255
Trenton Channel,1745,fossil_fuel,574849
Trigen St. Louis,56309,fossil_fuel,38545
Trimble County,6071,fossil_fuel,10383753
Triton East and West Cogen,58375,fossil_fuel,420
Turkey Point,621,fossil_fuel,20793348
UCI Facilities Management Central Plant,57122,fossil_fuel,103024
UCLA So Campus Cogen Project,52073,fossil_fuel,251629
UCONN Cogen Facility,58159,fossil_fuel,117105
UI RCP Bridgeport Seaside,60054,fossil_fuel,20325
UI RCP New Haven Fuel Cell,60040,fossil_fuel,15259
UNH 7.9 MW Plant,58180,fossil_fuel,9535
US Borax,50115,fossil_fuel,303112
US GSA Heating and Transmission,57788,fossil_fuel,11268
US Magnesium,58191,fossil_fuel,44049
Union Power Station,55380,fossil_fuel,12788417
Univ of NC Chapel Hill Cogen Facility,54276,fossil_fuel,34773
University of Alaska Fairbanks,50711,fossil_fuel,40434
University of California San Diego Hybrid,57584,fossil_fuel,222000
University of Colorado,54372,fossil_fuel,3313
University of Illinois Cogen Facility,54044,fossil_fuel,91737
University of Iowa Main Power Plant,54775,fossil_fuel,39235
University of Michigan,50431,fossil_fuel,222603
University of Northern Iowa,50088,fossil_fuel,9401
University of Notre Dame,50366,fossil_fuel,78925
University of Tennessee Steam Plant,55036,fossil_fuel,28582
University of Washington Power Plant,54809,fossil_fuel,9033
Urquhart,3295,fossil_fuel,2016742
V C Summer,6127,fossil_fuel,8591733
V H Braunig,3612,fossil_fuel,1663138
Valero Refinery Cogeneration Unit 1,55851,fossil_fuel,278586
Valero Refinery Corpus Christi West,50121,fossil_fuel,26971
Valley (CA),408,fossil_fuel,2075370
Valley (WI),4042,fossil_fuel,445618
Valley Queen Cheese,56274,fossil_fuel,26
Valmont,477,fossil_fuel,3310
Vandolah Power Station,55415,fossil_fuel,1487670
Victor J Daniel Jr,6073,fossil_fuel,10960074
Village Creek Water Reclamation Facility,54520,fossil_fuel,25300
Virginia City Hybrid Energy Center,56808,fossil_fuel,1251011
Virginia Tech Power Plant,56785,fossil_fuel,17824
Vogtle,649,fossil_fuel,19515206
W A Parish,3470,fossil_fuel,13122023
W H Sammis,2866,fossil_fuel,5256646
W H Zimmer,6019,fossil_fuel,3046993
W Plant,59458,fossil_fuel,30768
W S Lee,3264,fossil_fuel,4710402
WWTP Power Generation Station,56036,fossil_fuel,250
Wabash Valley Power IGCC,57842,fossil_fuel,112765
Waiau,766,fossil_fuel,39106
Walnut Creek Energy Park,57515,fossil_fuel,492258
Walnut Energy Center,56078,fossil_fuel,1466997
Walter Scott Jr Energy Center,1082,fossil_fuel,6522928
Wansley,6052,fossil_fuel,897924
Wansley Combined Cycle,55965,fossil_fuel,8993964
Wansley Unit 9,7946,fossil_fuel,2333887
Warner Lambert,54604,fossil_fuel,20857
Warren County,55939,fossil_fuel,7658025
Warren F Sam Beasley Generation Station,7962,fossil_fuel,62068
Warrick,6705,fossil_fuel,4521434
Washington Energy Facility,55397,fossil_fuel,4984653
Washington Parish Energy Center,55486,fossil_fuel,378699
Water Treatment 1 & 2,57605,fossil_fuel,446
Wateree,3297,fossil_fuel,1828351
Waterford 3,4270,fossil_fuel,7859003
"Waterford Power, LLC",55503,fossil_fuel,6636082
Watkins Manufacturing Co.,57715,fossil_fuel,8995
Watson Cogeneration,50216,fossil_fuel,2098558
Watts Bar Nuclear Plant,7722,fossil_fuel,16808101
Waukegan,883,fossil_fuel,1230822
Waxdale,59448,fossil_fuel,21386
Waynoka Gas Processing Plant,59782,fossil_fuel,18221
Welsh,6139,fossil_fuel,4229951
West Campus Steam Plant,58194,fossil_fuel,36554
West County Energy Center,56407,fossil_fuel,19536264
West Deptford Energy Station,56963,fossil_fuel,1898033
West Group Data Center,54294,fossil_fuel,176
West Group Data Center F,56247,fossil_fuel,182
West Phoenix,117,fossil_fuel,2316552
West Riverside Energy Center,64020,fossil_fuel,3126227
West Valley Generation Project,55622,fossil_fuel,500948
"WestRock Southeast, LLC.",54004,fossil_fuel,91822
WestRock-West Point Mill,10017,fossil_fuel,196865
Westbrook Energy Center Power Plant,55294,fossil_fuel,2461720
Western 102 Power Plant,56500,fossil_fuel,351871
Western Power & Steam Inc,54410,fossil_fuel,40435
Western Sugar Coop - Scottsbluff,57937,fossil_fuel,9175
Western Sugar Coop- Ft Morgan,58081,fossil_fuel,8972
Weston,4078,fossil_fuel,3437686
Westward Seafoods,54305,fossil_fuel,15456
Wheelabrator Hudson Falls,10503,fossil_fuel,57
Wheelabrator Portsmouth,54998,fossil_fuel,34912
Whelan Energy Center,60,fossil_fuel,1567873
White Bluff,6009,fossil_fuel,5278440
Whiting Clean Energy,55259,fossil_fuel,2435601
Wildcat Point Generation Facility,59220,fossil_fuel,3922629
Will County,884,fossil_fuel,304087
William F Wyman Hybrid,1507,fossil_fuel,1094
Williams,3298,fossil_fuel,1741944
Wilmarth,1934,fossil_fuel,2242
Wilmot,1746,fossil_fuel,191
Winyah,6249,fossil_fuel,1542560
Wise County Power LLC,55320,fossil_fuel,2902777
Wolf Creek Generating Station,210,fossil_fuel,8981959
Wolf Hollow I LP,55139,fossil_fuel,2438376
Wolf Hollow II,59812,fossil_fuel,6028639
Woodbridge Energy Center,57839,fossil_fuel,4422124
Woodland,7266,fossil_fuel,319648
Woodsdale,7158,fossil_fuel,101264
Wyandotte,1866,fossil_fuel,685
Wygen 1,55479,fossil_fuel,688614
Wyodak,6101,fossil_fuel,1604717
Yellowstone Energy LP,50931,fossil_fuel,976
York County Resource Recovery,50215,fossil_fuel,2824
York Energy Center,55524,fossil_fuel,7125250
Yorktown,3809,fossil_fuel,12354
Yucca,120,fossil_fuel,293443
Yuma Cogeneration Associates,54694,fossil_fuel,47179
Zeeland Generating Station,55087,fossil_fuel,4316479
